         3368320 function calls (3357377 primitive calls) in 86.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 patches.py:1589(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1592(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1596(<listcomp>)
        6    0.000    0.000    0.001    0.000 patches.py:1601(<listcomp>)
        6    0.001    0.000    0.020    0.003 patches.py:1611(_pprint_styles)
       50    0.000    0.000    0.000    0.000 patches.py:1626(<listcomp>)
       50    0.001    0.000    0.001    0.000 patches.py:1634(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1644(_Style)
      308    0.003    0.000    0.231    0.001 patches.py:169(get_transform)
        1    0.000    0.000    0.003    0.003 patches.py:1700(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1738(_Base)
        4    0.000    0.000    0.000    0.000 patches.py:176(get_data_transform)
        1    0.000    0.000    0.000    0.000 patches.py:1802(Square)
       46    0.000    0.000    0.001    0.000 patches.py:183(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:1845(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1886(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1906(Round)
        1    0.000    0.000    0.000    0.000 patches.py:1970(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2025(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2134(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2171(FancyBboxPatch)
       36    0.000    0.000    0.000    0.000 patches.py:230(set_antialiased)
        1    0.000    0.000    0.003    0.003 patches.py:2386(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:240(set_aa)
        1    0.000    0.000    0.000    0.000 patches.py:2428(_Base)
       67    0.000    0.000    0.001    0.000 patches.py:244(set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2441(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2529(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2566(Angle3)
      102    0.001    0.000    0.002    0.000 patches.py:259(set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2605(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2668(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:2763(Bar)
        1    0.000    0.000    0.007    0.007 patches.py:2868(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2909(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3003(_Curve)
       67    0.000    0.000    0.000    0.000 patches.py:308(set_linewidth)
        1    0.000    0.000    0.000    0.000 patches.py:3131(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3142(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3162(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3182(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3202(CurveFilledA)
       35    0.000    0.000    0.000    0.000 patches.py:322(set_linestyle)
        1    0.000    0.000    0.000    0.000 patches.py:3223(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3244(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3266(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3345(BracketAB)
       35    0.000    0.000    0.001    0.000 patches.py:336(set_fill)
        1    0.000    0.000    0.000    0.000 patches.py:3380(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3402(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3424(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3458(Simple)
       35    0.000    0.000    0.000    0.000 patches.py:354(set_hatch)
        1    0.000    0.000    0.000    0.000 patches.py:3546(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3648(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3704(FancyArrowPatch)
       57    0.004    0.000    0.064    0.001 patches.py:386(draw)
        1    0.000    0.000    0.042    0.042 patches.py:4(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4036(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 patches.py:455(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:47(Patch)
        1    0.000    0.000    0.000    0.000 patches.py:521(Rectangle)
        9    0.000    0.000    0.002    0.000 patches.py:531(__init__)
       15    0.000    0.000    0.000    0.000 patches.py:554(get_path)
      264    0.015    0.000    0.201    0.001 patches.py:560(_update_patch_transform)
      264    0.001    0.000    0.202    0.001 patches.py:576(get_patch_transform)
       93    0.005    0.000    0.168    0.002 patches.py:580(contains)
       35    0.001    0.000    0.006    0.000 patches.py:59(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:671(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:755(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:783(Polygon)
        2    0.000    0.000    0.001    0.001 patches.py:790(__init__)
        4    0.000    0.000    0.000    0.000 patches.py:811(get_path)
        2    0.000    0.000    0.001    0.001 patches.py:826(set_xy)
        1    0.000    0.000    0.000    0.000 patches.py:847(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:930(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:971(FancyArrow)
        1    0.000    0.000    0.002    0.002 path.py:13(<module>)
     5179    0.125    0.000    0.338    0.000 path.py:195(_update_values)
     2472    0.002    0.000    0.002    0.000 path.py:203(vertices)
     1097    0.001    0.000    0.001    0.000 path.py:217(codes)
      685    0.000    0.000    0.000    0.000 path.py:236(simplify_threshold)
      685    0.000    0.000    0.000    0.000 path.py:255(should_simplify)
        1    0.000    0.000    0.000    0.000 path.py:27(Path)
       15    0.000    0.000    0.000    0.000 path.py:591(unit_rectangle)
        1    0.000    0.000    0.001    0.001 path.py:965(_define_deprecated_functions)
     5179    0.065    0.000    0.478    0.000 path.py:99(__init__)
        1    0.000    0.000    0.001    0.001 pickle.py:180(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:183(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:219(_Unframer)
        1    0.000    0.000    0.006    0.006 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:346(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:63(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:67(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:74(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:972(_Unpickler)
        1    0.000    0.000    0.000    0.000 polar.py:115(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:161(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:179(RadialLocator)
        1    0.000    0.000    0.001    0.001 polar.py:2(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:212(PolarAxes)
        1    0.000    0.000    0.000    0.000 polar.py:22(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:81(PolarAffine)
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        1    0.000    0.000    0.012    0.012 polynomial.py:4(<module>)
        1    0.000    0.000    0.018    0.018 polynomial.py:55(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:930(poly1d)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
        2    0.000    0.000    0.000    0.000 posixpath.py:118(splitext)
        2    0.000    0.000    0.000    0.000 posixpath.py:139(basename)
       20    0.000    0.000    0.000    0.000 posixpath.py:148(dirname)
        9    0.000    0.000    0.001    0.000 posixpath.py:224(expanduser)
        9    0.000    0.000    0.000    0.000 posixpath.py:321(normpath)
        5    0.000    0.000    0.000    0.000 posixpath.py:358(abspath)
       87    0.000    0.000    0.000    0.000 posixpath.py:38(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:49(normcase)
        5    0.000    0.000    0.000    0.000 posixpath.py:61(isabs)
       51    0.001    0.000    0.001    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:101(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:71(_safe_key)
        1    0.000    0.000    0.000    0.000 presentation.py:28(WidgetSet)
        1    0.000    0.000    0.000    0.000 presentation.py:29(__init__)
        1    0.000    0.000   86.576   86.576 presentation.py:3(<module>)
        2    0.000    0.000    0.446    0.223 presentation.py:36(add_slider)
        2    0.000    0.000    0.248    0.124 presentation.py:44(clear_widgets)
        1    0.000    0.000    0.000    0.000 presentation.py:61(Model)
        1    0.000    0.000    0.161    0.161 presentation.py:62(__init__)
        4    0.000    0.000    1.519    0.380 presentation.py:73(draw)
        1    0.000    0.000    0.027    0.027 presentation.py:83(_quit)
        1    0.000    0.000   67.518   67.518 presentation.py:89(_x_dependence)
        1    0.000    0.000    4.288    4.288 presentation.py:99(_r_dependence)
       14    0.000    0.000    0.000    0.000 py3k.py:28(asbytes)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.001    0.001    0.006    0.006 pylab.py:1(<module>)
        1    0.001    0.001    0.004    0.004 pylab.py:216(<module>)
        2    0.000    0.000    0.005    0.002 pyparsing.py:1000(parseString)
       34    0.000    0.000    0.004    0.000 pyparsing.py:1142(__add__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:1253(__or__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1313(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1317(__call__)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1334(leaveWhitespace)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1342(setWhitespaceChars)
       29    0.000    0.000    0.000    0.000 pyparsing.py:1386(__str__)
       50    0.000    0.000    0.000    0.000 pyparsing.py:1392(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1449(Token)
       54    0.000    0.000    0.001    0.000 pyparsing.py:1451(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1454(setName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1460(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1462(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1469(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1482(Literal)
       24    0.003    0.000    0.003    0.000 pyparsing.py:1484(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1503(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1511(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:155(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1567(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1584(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1594(Word)
        7    0.001    0.000    0.008    0.001 pyparsing.py:1606(__init__)
      187    0.000    0.000    0.000    0.000 pyparsing.py:1609(<genexpr>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:163(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:165(ParseBaseException)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1660(parseImpl)
       32    0.000    0.000    0.000    0.000 pyparsing.py:169(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1695(__str__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:1704(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1718(Regex)
       16    0.000    0.000    0.017    0.001 pyparsing.py:1723(__init__)
       20    0.000    0.000    0.001    0.000 pyparsing.py:1757(parseImpl)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1770(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1782(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1895(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1957(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2006(_PositionToken)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2007(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2013(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2036(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2038(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2056(LineEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2058(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2074(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2076(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2087(StringEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2089(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2103(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2122(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:213(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2144(ParseExpression)
       41    0.000    0.000    0.001    0.000 pyparsing.py:2146(__init__)
      8/4    0.000    0.000    0.002    0.001 pyparsing.py:2167(leaveWhitespace)
        8    0.000    0.000    0.001    0.000 pyparsing.py:2171(<listcomp>)
     16/3    0.000    0.000    0.000    0.000 pyparsing.py:2198(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:222(ParseFatalException)
        1    0.000    0.000    0.001    0.001 pyparsing.py:2230(setResultsName)
     15/9    0.000    0.000    0.003    0.000 pyparsing.py:2240(copy)
     15/9    0.000    0.000    0.002    0.000 pyparsing.py:2242(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2245(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2251(_ErrorStop)
       34    0.000    0.000    0.001    0.000 pyparsing.py:2257(__init__)
     10/2    0.000    0.000    0.004    0.002 pyparsing.py:2268(parseImpl)
