         3368320 function calls (3357377 primitive calls) in 86.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
      666    0.002    0.000    0.002    0.000 string.py:107(convert)
        1    0.000    0.000    0.004    0.004 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:162(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:51(_TemplateMetaclass)
        1    0.000    0.000    0.004    0.004 string.py:61(__init__)
        1    0.000    0.000    0.000    0.000 string.py:73(Template)
        1    0.000    0.000    0.000    0.000 string.py:80(__init__)
        6    0.000    0.000    0.016    0.003 string.py:97(substitute)
        1    0.000    0.000    0.009    0.009 subprocess.py:14(<module>)
        1    0.000    0.000    0.006    0.006 subprocess.py:345(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:363(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:366(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:380(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:738(Popen)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:273(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:320(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:95(TestSuite)
        1    0.000    0.000    0.006    0.006 sysconfig.py:10(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:48(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:59(_python_build)
        1    0.000    0.000    0.000    0.000 table.py:145(Table)
        1    0.000    0.000    0.010    0.010 table.py:21(<module>)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.000    0.000 tarfile.py:1375(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:2371(TarIter)
        1    0.000    0.000    0.000    0.000 tarfile.py:265(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:268(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:271(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:274(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:277(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:280(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:283(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:286(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:289(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:292(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:295(SubsequentHeaderError)
        1    0.000    0.000    0.003    0.003 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:302(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:326(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:576(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:606(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:707(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:718(TarInfo)
        1    0.000    0.000    0.030    0.030 tempfile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:224(_RandomNameSequence)
        4    0.000    0.000    0.000    0.000 tempfile.py:234(rng)
        4    0.000    0.000    0.001    0.000 tempfile.py:245(__next__)
        4    0.000    0.000    0.000    0.000 tempfile.py:248(<listcomp>)
        4    0.000    0.000    0.000    0.000 tempfile.py:316(_get_candidate_names)
        4    0.000    0.000    0.018    0.004 tempfile.py:330(_mkstemp_inner)
        1    0.000    0.000    0.000    0.000 tempfile.py:473(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:514(_TemporaryFileWrapper)
        4    0.000    0.000    0.018    0.005 tempfile.py:615(TemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:645(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:793(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 texmanager.py:158(<listcomp>)
        1    0.000    0.000    0.003    0.003 texmanager.py:35(<module>)
        1    0.000    0.000    0.003    0.003 texmanager.py:86(TexManager)
        1    0.000    0.000    0.000    0.000 text.py:1025(TextWithDash)
        1    0.000    0.000    0.000    0.000 text.py:1392(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1433(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:144(Text)
      610    0.011    0.000    0.043    0.000 text.py:155(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1690(Annotation)
      185    0.001    0.000    0.001    0.000 text.py:249(get_rotation)
      610    0.001    0.000    0.001    0.000 text.py:253(set_rotation_mode)
       47    0.000    0.000    0.000    0.000 text.py:266(get_rotation_mode)
      110    0.001    0.000    0.007    0.000 text.py:270(update_from)
      260    0.018    0.000    0.114    0.000 text.py:282(_get_layout)
        1    0.001    0.001    0.043    0.043 text.py:3(<module>)
      185    0.001    0.000    0.001    0.000 text.py:41(get_rotation)
      196    0.017    0.000    0.267    0.001 text.py:534(draw)
      138    0.000    0.000    0.000    0.000 text.py:604(get_color)
      422    0.004    0.000    0.007    0.000 text.py:683(get_position)
      260    0.004    0.000    0.025    0.000 text.py:689(get_prop_tup)
      625    0.001    0.000    0.001    0.000 text.py:705(get_text)
      122    0.004    0.000    0.120    0.001 text.py:720(get_window_extent)
      610    0.002    0.000    0.002    0.000 text.py:779(set_color)
       10    0.000    0.000    0.000    0.000 text.py:796(set_horizontalalignment)
        2    0.000    0.000    0.000    0.000 text.py:881(set_size)
        2    0.000    0.000    0.000    0.000 text.py:891(set_fontsize)
       40    0.000    0.000    0.000    0.000 text.py:925(set_position)
      237    0.000    0.000    0.000    0.000 text.py:934(set_x)
      244    0.000    0.000    0.000    0.000 text.py:942(set_y)
       10    0.000    0.000    0.000    0.000 text.py:962(set_verticalalignment)
     1112    0.003    0.000    0.003    0.000 text.py:975(set_text)
      185    0.002    0.000    0.005    0.000 text.py:985(is_math_text)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        2    0.000    0.000    0.000    0.000 textpath.py:28(__init__)
        1    0.000    0.000    0.189    0.189 textpath.py:4(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:407(TextPath)
       14    0.000    0.000    0.001    0.000 textwrap.py:400(dedent)
        1    0.000    0.000    0.004    0.004 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1162(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1192(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1194(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1211(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:198(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:210(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:249(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:328(notify)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:363(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:443(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:481(Event)
        1    0.000    0.000    0.000    0.000 threading.py:492(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:506(set)
        1    0.000    0.000    0.000    0.000 threading.py:569(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:723(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:742(Thread)
        3    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:897(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1015(NullLocator)
       20    0.000    0.000    0.000    0.000 ticker.py:1020(__call__)
       20    0.000    0.000    0.000    0.000 ticker.py:1023(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1035(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1108(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1148(MultipleLocator)
       26    0.001    0.000    0.001    0.000 ticker.py:1185(scale_range)
        1    0.000    0.000    0.000    0.000 ticker.py:1206(MaxNLocator)
      144    0.002    0.000    0.005    0.000 ticker.py:1217(__init__)
        1    0.000    0.000    0.133    0.133 ticker.py:123(<module>)
      288    0.003    0.000    0.003    0.000 ticker.py:1257(set_params)
       26    0.003    0.000    0.005    0.000 ticker.py:1286(bin_boundaries)
       16    0.000    0.000    0.005    0.000 ticker.py:1311(__call__)
       16    0.000    0.000    0.004    0.000 ticker.py:1315(tick_values)
       10    0.000    0.000    0.003    0.000 ticker.py:1328(view_limits)
        1    0.000    0.000    0.000    0.000 ticker.py:135(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1378(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1503(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:157(TickHelper)
      580    0.001    0.000    0.001    0.000 ticker.py:160(set_axis)
        1    0.000    0.000    0.000    0.000 ticker.py:1656(AutoLocator)
      144    0.001    0.000    0.006    0.000 ticker.py:1657(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1661(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1725(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:178(Formatter)
       20    0.000    0.000    0.000    0.000 ticker.py:201(set_locs)
        1    0.000    0.000    0.000    0.000 ticker.py:223(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:243(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:251(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:275(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:287(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:299(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:342(ScalarFormatter)
      144    0.002    0.000    0.004    0.000 ticker.py:353(__init__)
      144    0.000    0.000    0.000    0.000 ticker.py:374(set_useOffset)
      142    0.001    0.000    0.002    0.000 ticker.py:395(fix_minus)
      126    0.001    0.000    0.006    0.000 ticker.py:402(__call__)
       34    0.001    0.000    0.001    0.000 ticker.py:428(format_data_short)
       20    0.000    0.000    0.000    0.000 ticker.py:444(get_offset)
       20    0.001    0.000    0.014    0.001 ticker.py:475(set_locs)
       16    0.001    0.000    0.005    0.000 ticker.py:486(_set_offset)
       16    0.000    0.000    0.001    0.000 ticker.py:507(_set_orderOfMagnitude)
       16    0.003    0.000    0.007    0.000 ticker.py:533(_set_format)
      126    0.004    0.000    0.004    0.000 ticker.py:562(pprint_val)
        1    0.000    0.000    0.000    0.000 ticker.py:601(LogFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:690(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:725(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:773(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:860(Locator)
       16    0.000    0.000    0.000    0.000 ticker.py:898(raise_if_exceeds)
        1    0.000    0.000    0.000    0.000 ticker.py:952(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:974(FixedLocator)
        4    0.000    0.000    0.000    0.000 ticker.py:985(__init__)
        4    0.000    0.000    0.000    0.000 ticker.py:991(__call__)
        4    0.000    0.000    0.000    0.000 ticker.py:994(tick_values)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.001    0.001 tkagg.py:2(<module>)
        5    0.000    0.000    0.061    0.012 tkagg.py:5(blit)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:71(<dictcomp>)
       19    0.000    0.000    0.000    0.000 tokenize.py:110(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:111(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:112(maybe)
        1    0.000    0.000    0.007    0.007 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:221(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:97(TokenInfo)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
       10    0.000    0.000    0.001    0.000 transforms.py:1013(set)
        1    0.000    0.000    0.000    0.000 transforms.py:1037(TransformedBbox)
      169    0.002    0.000    0.010    0.000 transforms.py:1043(__init__)
      231    0.001    0.000    0.005    0.000 transforms.py:1063(get_points)
        1    0.000    0.000    0.000    0.000 transforms.py:1081(Transform)
     1198    0.004    0.000    0.099    0.000 transforms.py:1124(__add__)
       52    0.000    0.000    0.001    0.000 transforms.py:1150(_iter_break_from_left_to_right)
       84    0.000    0.000    0.000    0.000 transforms.py:1163(depth)
       16    0.000    0.000    0.004    0.000 transforms.py:1177(contains_branch)
        4    0.000    0.000    0.002    0.000 transforms.py:1197(contains_branch_seperately)
        4    0.000    0.000    0.007    0.002 transforms.py:1215(__sub__)
     2458    0.012    0.000    0.120    0.000 transforms.py:122(invalidate)
      455    0.003    0.000    0.065    0.000 transforms.py:1266(transform)
       19    0.000    0.000    0.004    0.000 transforms.py:1314(get_matrix)
      439    0.006    0.000    0.080    0.000 transforms.py:1322(transform_point)
3188/2458    0.034    0.000    0.108    0.000 transforms.py:133(_invalidate_internal)
        2    0.000    0.000    0.001    0.000 transforms.py:1345(transform_path_affine)
      410    0.005    0.000    0.053    0.000 transforms.py:1357(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1440(TransformWrapper)
       12    0.000    0.000    0.001    0.000 transforms.py:1456(__init__)
       10    0.000    0.000    0.002    0.000 transforms.py:1468(__eq__)
       26    0.001    0.000    0.001    0.000 transforms.py:1491(_set)
       14    0.000    0.000    0.020    0.001 transforms.py:1509(set)
     1155    0.002    0.000    0.002    0.000 transforms.py:1525(_get_is_affine)
        4    0.000    0.000    0.000    0.000 transforms.py:1533(_get_has_inverse)
        1    0.000    0.000    0.000    0.000 transforms.py:1538(AffineBase)
     8169    0.027    0.000    0.196    0.000 transforms.py:1545(__init__)
      677    0.001    0.000    0.003    0.000 transforms.py:1549(__array__)
    49/43    0.001    0.000    0.008    0.000 transforms.py:1561(__eq__)
      566    0.001    0.000    0.011    0.000 transforms.py:1566(transform)
     2974    0.034    0.000    0.106    0.000 transforms.py:157(set_children)
        2    0.000    0.000    0.000    0.000 transforms.py:1583(transform_path_affine)
     1115    0.001    0.000    0.001    0.000 transforms.py:1592(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1597(Affine2DBase)
      620    0.005    0.000    0.033    0.000 transforms.py:1618(frozen)
       52    0.000    0.000    0.001    0.000 transforms.py:1622(_get_is_separable)
      568    0.003    0.000    0.010    0.000 transforms.py:1646(transform_affine)
       24    0.000    0.000    0.002    0.000 transforms.py:1653(transform_point)
      463    0.005    0.000    0.050    0.000 transforms.py:1674(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:1686(Affine2D)
     3325    0.024    0.000    0.202    0.000 transforms.py:1691(__init__)
     3051    0.005    0.000    0.005    0.000 transforms.py:1736(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:1782(clear)
      311    0.014    0.000    0.026    0.000 transforms.py:1790(rotate)
      311    0.002    0.000    0.029    0.000 transforms.py:1807(rotate_deg)
      264    0.002    0.000    0.086    0.000 transforms.py:1827(rotate_deg_around)
      528    0.034    0.000    0.062    0.000 transforms.py:1837(translate)
     1581    0.021    0.000    0.139    0.000 transforms.py:1852(scale)
        1    0.000    0.000    0.000    0.000 transforms.py:1878(IdentityTransform)
      108    0.000    0.000    0.000    0.000 transforms.py:1892(get_matrix)
        2    0.000    0.000    0.000    0.000 transforms.py:1896(transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1924(BlendedGenericTransform)
       72    0.000    0.000    0.005    0.000 transforms.py:1937(__init__)
       18    0.000    0.000    0.002    0.000 transforms.py:1956(__eq__)
        6    0.000    0.000    0.002    0.000 transforms.py:1965(contains_branch_seperately)
      288    0.001    0.000    0.003    0.000 transforms.py:1977(_get_is_affine)
      778    0.003    0.000    0.009    0.000 transforms.py:1992(transform_non_affine)
  682/662    0.002    0.000    0.016    0.000 transforms.py:2023(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2040(BlendedAffine2D)
       38    0.001    0.000    0.005    0.000 transforms.py:2050(__init__)
       10    0.000    0.000    0.002    0.000 transforms.py:2077(__eq__)
      132    0.000    0.000    0.002    0.000 transforms.py:2093(get_matrix)
      110    0.001    0.000    0.010    0.000 transforms.py:2110(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2124(CompositeGenericTransform)
     1454    0.014    0.000    0.100    0.000 transforms.py:2134(__init__)
   358/26    0.001    0.000    0.022    0.001 transforms.py:2163(_invalidate_internal)
    79/69    0.000    0.000    0.002    0.000 transforms.py:2178(__eq__)
    48/36    0.000    0.000    0.003    0.000 transforms.py:2184(_iter_break_from_left_to_right)
    52/26    0.000    0.000    0.000    0.000 transforms.py:2190(depth)
2616/1531    0.007    0.000    0.009    0.000 transforms.py:2194(_get_is_affine)
      455    0.004    0.000    0.058    0.000 transforms.py:2209(transform_affine)
      459    0.002    0.000    0.005    0.000 transforms.py:2213(transform_non_affine)
       19    0.000    0.000    0.000    0.000 transforms.py:2223(transform_path_non_affine)
  814/519    0.014    0.000    0.055    0.000 transforms.py:2233(get_affine)
  308/155    0.003    0.000    0.074    0.000 transforms.py:2241(inverted)
      6/4    0.000    0.000    0.000    0.000 transforms.py:2245(_get_has_inverse)
        1    0.000    0.000    0.000    0.000 transforms.py:2250(CompositeAffine2D)
     1198    0.009    0.000    0.093    0.000 transforms.py:2309(composite_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2336(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2379(BboxTransformTo)
      271    0.003    0.000    0.022    0.000 transforms.py:2387(__init__)
  313/311    0.003    0.000    0.010    0.000 transforms.py:2403(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2418(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:243(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2442(BboxTransformFrom)
        6    0.000    0.000    0.000    0.000 transforms.py:2449(__init__)
      108    0.000    0.000    0.001    0.000 transforms.py:2461(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2478(ScaledTranslation)
      566    0.006    0.000    0.040    0.000 transforms.py:2483(__init__)
      248    0.001    0.000    0.001    0.000 transforms.py:2494(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2507(TransformedPath)
      372    0.004    0.000    0.024    0.000 transforms.py:2520(__init__)
      378    0.007    0.000    0.089    0.000 transforms.py:2534(_revalidate)
      244    0.001    0.000    0.061    0.000 transforms.py:2545(get_transformed_points_and_affine)
      134    0.001    0.000    0.034    0.000 transforms.py:2556(get_transformed_path_and_affine)
      378    0.001    0.000    0.003    0.000 transforms.py:2572(get_affine)
       48    0.002    0.000    0.002    0.000 transforms.py:2576(nonsingular)
      248    0.001    0.000    0.001    0.000 transforms.py:2621(interval_contains)
       16    0.000    0.000    0.002    0.000 transforms.py:272(frozen)
      134    0.000    0.000    0.004    0.000 transforms.py:276(__array__)
        8    0.000    0.000    0.000    0.000 transforms.py:286(_get_x0)
       16    0.000    0.000    0.000    0.000 transforms.py:293(_get_y0)
        1    0.000    0.000    0.041    0.041 transforms.py:30(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:328(_get_xmin)
        4    0.000    0.000    0.000    0.000 transforms.py:333(_get_ymin)
       10    0.000    0.000    0.000    0.000 transforms.py:343(_get_ymax)
      134    0.002    0.000    0.003    0.000 transforms.py:361(_get_intervalx)
      126    0.002    0.000    0.002    0.000 transforms.py:368(_get_intervaly)
        1    0.000    0.000    0.000    0.000 transforms.py:375(_get_width)
       44    0.001    0.000    0.001    0.000 transforms.py:382(_get_height)
      146    0.003    0.000    0.006    0.000 transforms.py:396(_get_bounds)
       10    0.000    0.000    0.000    0.000 transforms.py:403(_get_extents)
        5    0.000    0.000    0.001    0.000 transforms.py:489(fully_overlaps)
        1    0.000    0.000    0.000    0.000 transforms.py:53(TransformNode)
      122    0.007    0.000    0.015    0.000 transforms.py:680(translated)
       34    0.007    0.000    0.031    0.001 transforms.py:709(union)
        1    0.000    0.000    0.000    0.000 transforms.py:761(Bbox)
      649    0.010    0.000    0.045    0.000 transforms.py:766(__init__)
      162    0.002    0.000    0.015    0.000 transforms.py:797(unit)
        6    0.000    0.000    0.001    0.000 transforms.py:805(null)
    10935    0.063    0.000    0.228    0.000 transforms.py:81(__init__)
      315    0.002    0.000    0.035    0.000 transforms.py:813(from_bounds)
      343    0.004    0.000    0.037    0.000 transforms.py:823(from_extents)
        8    0.000    0.000    0.001    0.000 transforms.py:875(update_from_path)
        2    0.000    0.000    0.001    0.000 transforms.py:911(update_from_data_xy)
        1    0.000    0.000    0.000    0.000 transforms.py:960(_set_p1)
        8    0.000    0.000    0.005    0.001 transforms.py:965(_set_intervalx)
        4    0.000    0.000    0.000    0.000 transforms.py:970(_set_intervaly)
        8    0.000    0.000    0.000    0.000 transforms.py:987(_get_minposx)
        4    0.000    0.000    0.000    0.000 transforms.py:991(_get_minposy)
      641    0.001    0.000    0.001    0.000 transforms.py:995(get_points)
        1    0.000    0.000    0.000    0.000 triangulate.py:19(DuplicatePointWarning)
        1    0.000    0.000    0.001    0.001 triangulate.py:2(<module>)
        1    0.000    0.000    0.000    0.000 triangulate.py:24(Triangulation)
        1    0.000    0.000    0.019    0.019 triangulation.py:2(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:7(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:6(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1023(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1091(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1100(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1184(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1242(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:14(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:236(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:292(CubicTriInterpolator)
        1    0.000    0.000    0.001    0.001 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:605(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 tripcolor.py:2(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:2(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:10(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:46(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:9(TriAnalyzer)
     1650    0.054    0.000    0.069    0.000 twodim_base.py:170(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.095    0.095 type_check.py:3(<module>)
        2    0.000    0.000    0.000    0.000 types.py:115(__init__)
      453    0.001    0.000    0.001    0.000 types.py:125(__get__)
        1    0.000    0.000    0.000    0.000 tz.py:152(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:191(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:31(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:475(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:54(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:554(tzstr)
        1    0.000    0.000    0.003    0.003 tz.py:6(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:629(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:639(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:701(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:83(tzlocal)
        1    0.000    0.000    0.001    0.001 tzwin.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 units.py:113(Registry)
        1    0.000    0.000    0.000    0.000 units.py:117(__init__)
  136/100    0.001    0.000    0.003    0.000 units.py:121(get_converter)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        1    0.000    0.000    0.000    0.000 units.py:50(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:71(ConversionInterface)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:103(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:108(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:1368(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1400(WarningManager)
        2    0.000    0.000    0.000    0.000 utils.py:152(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1588(IgnoreException)
        1    0.000    0.000    0.002    0.002 utils.py:4(<module>)
        1    0.000    0.000    0.041    0.041 utils.py:5(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:87(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:92(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:961(SafeEval)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.003    0.003 version.py:27(<module>)
        1    0.000    0.000    0.001    0.001 version.py:273(LooseVersion)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        4    0.000    0.000    0.000    0.000 version.py:308(__init__)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        4    0.000    0.000    0.000    0.000 version.py:313(parse)
        4    0.000    0.000    0.000    0.000 version.py:318(<listcomp>)
        2    0.000    0.000    0.000    0.000 version.py:337(_cmp)
        2    0.000    0.000    0.000    0.000 version.py:75(__ge__)
        1    0.000    0.000    0.002    0.002 version.py:99(StrictVersion)
        3    0.000    0.000    0.002    0.001 warnings.py:28(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:304(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:325(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:341(__exit__)
        1    0.000    0.000    0.000    0.000 warnings.py:56(simplefilter)
    10938    0.128    0.000    0.165    0.000 weakref.py:101(__init__)
     3221    0.009    0.000    0.009    0.000 weakref.py:102(remove)
     2613    0.003    0.000    0.003    0.000 weakref.py:116(_commit_removals)
     4707    0.028    0.000    0.069    0.000 weakref.py:149(__setitem__)
     3343    0.037    0.000    0.073    0.000 weakref.py:214(values)
    10938    0.030    0.000    0.037    0.000 weakref.py:255(update)
